User_ID,Country,Continent,Gender,Age,Occupation,Device_Brand,OS_Type,Daily_Screen_Time_Hours,Social_Media_Usage_Hours,Gaming_Hours,Education_Hours,Entertainment_Hours,Sleep_Hours,Battery_Health,Avg_Battery_Drain_Per_Day,Monthly_Data_Usage_GB,WiFi_Usage_GB,App_Notifications_Received,Screen_Unlocks_Per_Day,Physical_Activity_Level,Sleep_Quality,Stress_Level,Productivity_Score,Weekday_Screen_Time_Hours,Weekend_Screen_Time_Hours
U01716,USA,North America,Male,26,Retired,Huawei,iOS,5.4,1.6,2.2,2.0,1.9,6.2,76.0,36.7,35.5,67.3,465,96,Medium,Average,5,60,8.1,8.7
U01717,China,Asia,Male,38,Self-employed,Oppo,Android,5.5,2.2,1.4,2.7,2.6,7.5,84.9,13.9,5.3,55.0,200,31,Low,Poor,8,66,5.5,7.2
U01718,UK,Europe,Female,19,Unemployed,Google Pixel,Android,4.9,1.6,2.0,2.0,2.8,8.9,99.8,21.6,25.9,245.3,259,81,High,Good,5,52,5.0,7.2
U01719,Pakistan,Asia,Female,34,Employee,Google Pixel,iOS,5.8,3.1,0.7,0.1,1.7,6.0,79.3,19.6,25.0,207.3,244,170,Medium,Good,3,49,7.2,7.3
U01720,China,Asia,Female,54,Unemployed,Apple,Android,0.4,1.1,1.5,1.3,2.6,9.7,97.5,38.4,12.6,93.3,297,30,Low,Good,6,89,6.2,9.7
U01721,USA,North America,Male,48,Retired,Huawei,Android,9.6,2.8,1.4,1.6,3.2,6.4,88.4,29.4,48.7,193.2,406,39,Medium,Average,5,24,9.0,5.1
U01722,UK,Europe,Other,33,Student,Google Pixel,iOS,9.3,2.3,2.9,0.9,0.4,6.7,82.9,26.3,20.7,87.8,404,87,Low,Average,8,25,3.8,10.0
U01723,Germany,Europe,Male,27,Retired,Huawei,Android,8.5,2.8,1.3,2.6,3.5,7.9,80.3,12.8,12.5,122.8,250,89,Low,Poor,3,45,9.9,8.6
U01724,UK,Europe,Female,65,Self-employed,Samsung,iOS,8.4,1.1,1.7,1.6,3.5,5.2,80.5,22.7,31.9,166.8,293,152,High,Good,5,38,4.0,7.3
U01725,Canada,North America,Female,43,Unemployed,Apple,Android,8.2,3.3,2.0,0.3,2.3,5.1,74.4,17.6,25.7,50.6,462,135,Medium,Average,4,25,7.1,8.0
U01726,Brazil,South America,Male,59,Retired,Oppo,Android,6.0,0.7,1.9,1.7,0.8,7.1,93.9,11.1,41.3,27.5,113,42,High,Average,4,39,4.8,7.5
U01727,China,Asia,Male,37,Unemployed,Google Pixel,Android,7.7,4.2,0.1,2.4,0.3,5.6,73.8,13.6,49.7,70.5,169,41,Low,Poor,5,20,9.1,4.3
U01728,Canada,North America,Female,52,Self-employed,Apple,Android,5.0,3.6,2.3,0.7,0.7,9.0,97.6,11.3,38.1,33.0,324,113,Low,Good,4,48,5.1,6.6
U01729,Brazil,South America,Male,30,Self-employed,Vivo,Android,2.2,1.3,1.1,2.3,2.6,6.7,79.8,29.9,39.4,185.9,449,60,Low,Poor,8,73,7.0,8.0
U01730,USA,North America,Male,17,Self-employed,Huawei,Android,5.1,2.1,0.6,1.8,3.3,7.3,71.5,27.9,33.9,188.7,379,123,Medium,Poor,7,62,8.5,9.9
U01731,Japan,Asia,Male,60,Self-employed,Huawei,iOS,5.3,3.0,2.0,0.7,2.4,6.2,86.0,17.8,25.8,274.7,199,45,Medium,Poor,4,57,9.8,4.8
U01732,Canada,North America,Female,36,Employee,Oppo,iOS,3.6,1.5,1.3,1.0,2.3,6.0,80.1,21.8,43.8,267.7,344,189,High,Average,3,76,6.4,7.4
U01733,Canada,North America,Male,28,Self-employed,Apple,iOS,9.8,2.7,0.3,2.4,3.0,8.4,94.6,15.7,17.2,102.8,461,78,Medium,Poor,7,24,3.8,7.0
U01734,Japan,Asia,Other,30,Retired,Xiaomi,Android,3.6,3.9,0.1,1.7,0.1,6.4,72.6,31.2,38.1,247.9,434,127,Low,Good,6,60,8.3,6.8
U01735,Germany,Europe,Male,41,Employee,Oppo,iOS,5.0,1.4,0.5,1.9,0.3,6.0,71.3,13.2,5.0,215.2,208,181,Medium,Good,5,56,3.2,7.6
U01736,India,Asia,Other,29,Self-employed,Oppo,iOS,7.4,2.3,0.7,2.9,2.3,6.1,73.9,22.2,19.8,79.9,256,118,Medium,Good,8,40,4.9,4.7
U01737,Japan,Asia,Other,32,Employee,Google Pixel,iOS,4.5,3.1,2.1,2.1,3.9,8.0,80.4,36.4,6.0,100.7,185,30,Low,Average,8,71,6.3,6.2
U01738,Canada,North America,Female,19,Unemployed,OnePlus,iOS,5.6,3.1,0.1,2.6,2.9,7.1,81.4,19.9,26.6,262.8,409,149,Medium,Poor,6,59,5.2,6.5
U01739,Germany,Europe,Other,36,Retired,Apple,Android,5.5,4.1,2.2,2.8,2.7,7.8,75.5,19.2,26.9,190.0,150,53,High,Good,2,56,5.6,8.4
U01740,UK,Europe,Female,60,Employee,Apple,iOS,9.2,0.6,2.9,2.4,0.4,6.2,100.0,28.2,43.4,38.7,247,89,High,Poor,3,13,9.2,4.9
U01741,Pakistan,Asia,Female,21,Employee,OnePlus,iOS,5.9,1.7,2.9,0.9,0.9,5.5,86.1,30.1,37.6,231.2,311,165,High,Good,2,49,5.8,6.1
U01742,USA,North America,Male,45,Retired,Samsung,iOS,6.5,2.1,0.2,2.2,0.3,7.3,75.6,22.5,25.8,133.8,392,167,Medium,Average,3,49,9.6,6.4
U01743,China,Asia,Other,49,Unemployed,OnePlus,iOS,7.6,3.0,1.5,2.2,2.2,3.8,94.1,23.3,27.1,207.6,177,54,High,Average,2,25,4.9,4.4
U01744,Canada,North America,Other,51,Employee,Apple,iOS,5.4,4.4,2.6,0.8,2.0,7.1,71.7,17.2,39.9,54.5,331,185,High,Poor,9,43,7.0,8.2
U01745,Canada,North America,Other,55,Retired,Google Pixel,Android,6.8,2.3,0.9,2.5,1.9,7.9,71.8,18.2,15.3,268.5,125,131,High,Poor,5,35,7.6,11.0
U01746,UK,Europe,Male,15,Student,Google Pixel,Android,10.4,4.3,2.9,3.0,2.7,7.1,98.0,22.1,43.7,274.6,75,182,Medium,Average,5,32,3.7,6.4
U01747,UK,Europe,Male,47,Unemployed,Samsung,Android,8.3,2.8,1.8,2.8,2.6,5.9,93.6,27.5,42.5,93.8,147,108,Low,Average,4,17,8.2,9.4
U01748,China,Asia,Other,61,Unemployed,Oppo,iOS,1.5,2.3,1.4,1.6,2.5,6.1,98.7,29.6,44.8,175.8,252,83,Medium,Average,2,89,4.7,7.4
U01749,Australia,Oceania,Female,32,Retired,Oppo,Android,6.5,2.7,2.6,2.9,0.6,5.4,81.8,29.9,18.7,94.8,293,54,High,Average,7,43,6.3,10.1
U01750,Canada,North America,Male,30,Retired,Google Pixel,iOS,9.2,1.3,2.7,2.3,2.7,3.5,98.5,18.5,8.7,251.3,93,31,Low,Average,5,0,6.1,5.4
U01751,Canada,North America,Female,62,Self-employed,Xiaomi,iOS,6.9,1.7,1.2,2.8,0.8,6.7,87.4,21.7,39.8,56.2,87,110,Low,Good,6,43,9.6,5.9
U01752,Japan,Asia,Male,38,Self-employed,Samsung,iOS,4.7,0.5,1.8,2.8,0.4,6.8,87.7,31.9,8.2,26.3,358,143,High,Good,5,81,8.9,6.6
U01753,Australia,Oceania,Other,25,Student,Xiaomi,Android,6.6,2.6,2.9,0.6,2.0,6.5,88.7,14.1,7.0,23.8,104,94,Low,Poor,2,59,4.9,6.6
U01754,Germany,Europe,Male,23,Student,Samsung,iOS,5.8,4.3,1.2,1.5,1.0,6.0,70.0,37.0,8.7,290.0,202,138,Low,Good,3,37,6.6,5.0
U01755,Canada,North America,Male,43,Employee,Samsung,Android,8.8,1.1,2.7,0.5,0.2,6.4,87.6,20.4,23.3,53.3,58,160,Low,Average,4,27,7.2,9.9
U01756,China,Asia,Female,22,Self-employed,Google Pixel,iOS,3.8,1.7,0.1,0.6,2.7,6.3,99.7,10.4,18.8,37.4,184,120,High,Poor,7,74,4.3,3.7
U01757,Brazil,South America,Male,21,Student,Apple,iOS,5.0,0.7,2.8,0.2,2.4,9.0,96.3,12.4,29.9,250.8,345,189,Medium,Good,5,73,7.9,4.9
U01758,Australia,Oceania,Male,40,Self-employed,Google Pixel,iOS,8.1,4.3,1.4,2.9,3.8,8.6,97.1,37.3,45.4,249.6,108,158,High,Good,5,27,6.5,8.2
U01759,Germany,Europe,Other,53,Student,Apple,Android,8.0,4.0,1.0,2.1,1.2,6.0,85.0,34.5,12.1,293.6,307,142,Low,Poor,2,35,6.1,5.5
U01760,China,Asia,Female,30,Unemployed,Google Pixel,Android,4.9,2.7,0.6,1.5,3.7,6.4,88.5,31.6,20.1,72.8,167,94,High,Good,7,60,6.5,3.7
U01761,UK,Europe,Other,42,Student,Vivo,iOS,6.7,1.2,2.3,2.0,0.0,4.4,71.8,29.4,22.3,60.9,345,162,Medium,Average,7,55,7.4,7.1
U01762,USA,North America,Female,50,Retired,OnePlus,iOS,8.9,1.1,1.2,0.1,0.9,8.1,72.2,21.6,42.9,125.8,384,89,High,Average,6,12,7.0,9.0
U01763,UK,Europe,Other,32,Retired,OnePlus,iOS,2.8,2.3,0.7,1.3,3.5,7.1,95.1,38.2,18.9,128.4,393,171,Medium,Average,6,92,4.1,3.6
U01764,Pakistan,Asia,Female,51,Student,Apple,Android,6.1,2.5,2.8,1.7,1.0,8.3,70.9,20.1,30.8,31.9,218,168,Low,Average,2,53,7.0,11.8
U01765,UK,Europe,Female,61,Unemployed,Vivo,iOS,6.2,1.1,1.6,1.0,2.1,9.3,86.6,12.7,34.8,197.7,402,172,Low,Good,5,49,5.5,7.3
U01766,Germany,Europe,Male,47,Retired,Apple,Android,8.0,0.7,1.0,2.5,3.1,5.0,89.3,36.1,36.9,165.4,318,132,Low,Average,5,27,3.0,10.4
U01767,Germany,Europe,Female,37,Self-employed,Huawei,Android,5.4,3.8,2.0,0.5,3.2,7.9,85.1,25.4,21.3,262.1,169,140,High,Average,4,49,4.7,6.4
U01768,China,Asia,Other,37,Retired,Oppo,iOS,8.2,0.9,2.0,2.0,1.5,5.5,95.3,39.3,14.3,181.6,417,171,Medium,Poor,2,39,3.4,6.3
U01769,UK,Europe,Female,65,Retired,Apple,Android,7.5,3.7,1.6,1.7,3.2,7.9,85.9,28.3,28.2,266.5,299,179,Medium,Good,7,25,4.4,5.2
U01770,Germany,Europe,Other,28,Self-employed,Apple,Android,6.4,4.4,2.8,2.9,0.6,6.7,96.7,19.9,5.6,129.6,86,113,High,Average,1,38,4.0,7.0
U01771,Canada,North America,Other,22,Student,Apple,iOS,8.6,1.9,2.8,0.1,1.8,7.2,77.9,36.8,9.3,135.2,482,90,Low,Poor,1,18,7.8,6.6
U01772,Australia,Oceania,Female,17,Unemployed,Oppo,Android,7.2,2.2,1.0,0.6,2.4,5.2,98.6,20.8,44.7,61.7,76,113,High,Good,8,55,5.6,8.1
U01773,Germany,Europe,Male,39,Student,Vivo,Android,4.6,2.4,1.6,0.1,1.2,3.6,80.4,26.8,30.1,218.8,207,184,Medium,Good,6,72,4.1,8.6
U01774,USA,North America,Male,20,Retired,Google Pixel,Android,4.9,2.2,2.1,0.1,0.9,7.5,88.5,35.4,22.1,92.5,86,177,Low,Average,5,78,10.7,7.7
U01775,USA,North America,Male,25,Unemployed,Google Pixel,Android,8.0,1.4,1.4,2.1,0.9,6.7,99.3,19.6,29.0,25.3,310,137,High,Good,3,36,6.5,7.6
U01776,Brazil,South America,Other,50,Employee,Huawei,iOS,8.3,4.2,2.6,3.0,0.7,5.4,79.1,29.1,38.0,169.7,305,83,Medium,Poor,6,41,5.8,8.0
U01777,Germany,Europe,Other,30,Unemployed,OnePlus,iOS,7.6,1.6,1.7,2.1,3.4,5.5,83.6,32.4,18.6,79.7,257,159,Low,Poor,8,44,5.0,4.8
U01778,Japan,Asia,Other,48,Student,Oppo,Android,8.6,2.8,1.0,1.3,2.9,9.0,70.3,18.3,11.4,55.7,187,58,Low,Average,4,27,5.8,7.9
U01779,USA,North America,Female,52,Unemployed,Huawei,Android,9.4,2.0,1.1,2.3,1.2,7.3,73.5,17.7,22.4,34.6,69,59,High,Poor,5,26,9.4,6.7
U01780,UK,Europe,Male,37,Retired,Samsung,iOS,4.4,0.7,0.2,1.1,0.8,7.0,98.0,27.4,17.9,217.3,457,75,Low,Good,8,59,4.1,6.4
U01781,Brazil,South America,Female,29,Retired,Vivo,Android,7.4,3.2,2.5,2.1,2.6,5.1,97.5,11.8,12.5,136.0,461,177,High,Average,3,34,3.6,3.3
U01782,Canada,North America,Female,34,Self-employed,Apple,iOS,5.1,2.1,0.1,2.1,1.2,6.4,77.4,19.7,37.6,249.3,102,101,High,Poor,6,59,2.6,8.7
U01783,USA,North America,Other,63,Retired,Vivo,iOS,4.5,0.6,2.0,1.3,3.9,6.4,94.6,15.1,37.4,156.0,440,134,High,Good,5,69,7.2,5.2
U01784,Germany,Europe,Male,35,Self-employed,Oppo,iOS,5.0,1.1,1.0,1.8,0.6,7.1,95.6,10.8,9.6,52.5,390,175,Low,Average,7,74,10.6,8.1
U01785,Germany,Europe,Other,52,Self-employed,Apple,iOS,2.8,3.8,0.5,2.3,2.7,5.9,79.8,26.4,25.0,56.0,96,59,High,Poor,3,69,6.3,8.7
U01786,Australia,Oceania,Female,44,Unemployed,Huawei,iOS,6.1,3.9,1.6,0.3,0.5,7.1,94.4,37.9,14.0,23.1,112,176,High,Poor,5,48,5.8,6.9
U01787,Canada,North America,Male,47,Unemployed,Apple,iOS,5.9,1.9,0.7,2.3,2.8,8.9,80.8,19.6,5.1,37.8,496,73,High,Poor,2,70,6.6,11.7
U01788,India,Asia,Other,37,Unemployed,Vivo,Android,8.5,1.1,2.5,1.7,0.4,6.6,89.5,22.8,41.5,277.3,187,80,High,Good,1,32,9.0,8.3
U01789,China,Asia,Female,31,Unemployed,Samsung,Android,6.2,2.9,2.7,0.6,0.4,6.0,90.7,34.7,43.3,199.7,408,59,High,Good,4,66,7.0,8.7
U01790,UK,Europe,Female,26,Self-employed,Xiaomi,iOS,6.3,2.1,0.9,1.0,0.7,6.6,78.8,10.6,26.3,235.2,462,188,Medium,Poor,3,42,6.5,7.5
U01791,USA,North America,Female,42,Retired,Google Pixel,iOS,9.2,3.2,1.9,2.4,2.5,6.1,74.7,35.6,33.2,246.1,124,182,High,Average,4,25,4.5,9.0
U01792,India,Asia,Male,57,Employee,Oppo,Android,5.6,4.0,2.2,0.1,1.4,6.5,90.5,13.9,41.0,276.1,235,159,High,Average,6,54,8.7,5.1
U01793,Japan,Asia,Male,32,Self-employed,Vivo,iOS,6.9,3.1,1.4,2.0,3.1,5.8,99.0,36.7,40.8,214.5,294,112,Medium,Poor,7,54,4.0,7.4
U01794,Canada,North America,Male,38,Self-employed,OnePlus,Android,6.8,2.3,0.1,1.0,1.7,6.4,84.6,37.9,9.9,165.3,51,171,Medium,Average,5,57,5.6,9.2
U01795,Pakistan,Asia,Male,40,Employee,Vivo,iOS,6.0,1.4,1.9,2.8,3.1,7.0,78.2,18.9,8.1,100.0,348,163,Low,Poor,5,39,6.0,5.2
U01796,Brazil,South America,Other,37,Unemployed,OnePlus,Android,8.0,1.7,0.3,1.1,1.2,8.3,89.0,36.5,25.5,229.1,341,198,Low,Average,4,31,5.3,6.2
U01797,Germany,Europe,Female,19,Employee,Oppo,Android,5.4,3.7,1.1,1.7,2.5,6.0,94.7,32.1,30.6,207.4,484,181,Low,Poor,5,57,4.8,7.8
U01798,China,Asia,Female,22,Retired,Samsung,Android,7.3,4.4,0.6,1.3,1.5,5.5,97.9,18.6,26.2,72.4,446,179,Low,Average,4,52,8.3,7.1
U01799,India,Asia,Male,46,Unemployed,Xiaomi,Android,7.9,1.2,1.8,2.1,1.6,6.1,71.2,37.3,37.9,96.1,451,47,Medium,Poor,3,45,5.0,7.0
U01800,Canada,North America,Male,40,Self-employed,Google Pixel,Android,6.6,3.6,0.9,1.7,1.1,3.8,82.8,16.2,33.5,139.2,181,171,Medium,Average,2,48,3.3,6.8
U01801,China,Asia,Other,41,Employee,OnePlus,Android,2.5,2.6,2.4,2.3,3.7,9.4,76.4,34.8,45.7,130.0,210,186,Medium,Good,5,81,6.6,6.8
U01802,Brazil,South America,Other,62,Self-employed,OnePlus,iOS,3.2,1.2,1.6,1.7,3.3,9.2,83.7,34.4,19.0,181.1,443,180,Low,Poor,3,84,5.0,4.5
U01803,China,Asia,Female,33,Employee,Xiaomi,Android,5.3,0.6,0.3,2.2,1.0,7.7,89.6,31.0,20.5,153.0,130,112,Medium,Average,3,66,7.2,6.7
U01804,Canada,North America,Other,48,Retired,Huawei,iOS,4.0,3.3,2.8,2.6,1.2,6.2,83.7,32.4,46.2,114.4,108,196,High,Average,7,56,7.8,6.7
U01805,India,Asia,Other,59,Student,Huawei,iOS,5.4,1.9,2.7,3.0,3.1,3.7,84.5,10.3,36.4,129.0,463,189,Medium,Poor,3,45,8.6,10.2
U01806,Germany,Europe,Male,24,Self-employed,Huawei,Android,7.4,3.2,0.0,0.9,0.8,7.0,75.0,31.9,15.8,152.9,251,188,Low,Good,8,33,7.0,4.0
U01807,Australia,Oceania,Other,16,Retired,Google Pixel,iOS,4.1,0.9,2.1,1.0,0.5,8.8,86.4,16.8,42.0,32.0,149,114,High,Good,7,70,6.1,5.1
U01808,Pakistan,Asia,Other,62,Employee,Apple,Android,9.1,4.3,1.5,2.3,2.1,7.9,72.1,19.8,8.9,296.9,293,61,High,Good,6,22,7.3,4.5
U01809,India,Asia,Female,54,Retired,Oppo,Android,7.8,0.9,2.7,2.5,2.7,5.0,72.0,16.3,43.7,54.2,328,187,Medium,Poor,6,31,6.3,4.6
U01810,Pakistan,Asia,Male,64,Retired,OnePlus,Android,4.2,1.1,1.6,1.2,2.9,5.9,73.1,28.6,24.6,133.7,314,193,Low,Average,1,77,5.1,8.8
U01811,USA,North America,Male,42,Student,Oppo,iOS,6.7,1.6,2.8,2.0,2.7,7.2,82.8,35.4,37.1,99.3,434,182,Low,Average,1,59,3.3,10.9
U01812,Canada,North America,Male,29,Self-employed,OnePlus,iOS,6.1,2.4,3.0,1.2,0.7,5.4,88.4,17.1,9.7,34.0,246,166,High,Good,2,38,5.9,6.2
U01813,UK,Europe,Other,23,Unemployed,Vivo,Android,3.4,4.2,1.8,0.1,3.9,6.5,79.2,23.5,17.8,224.0,365,183,Low,Average,4,75,3.8,6.9
U01814,Canada,North America,Male,34,Unemployed,Samsung,iOS,6.6,2.5,2.4,0.8,1.1,6.2,95.0,14.4,32.8,287.4,357,140,Medium,Good,3,43,4.3,6.2
U01815,Brazil,South America,Other,58,Retired,Google Pixel,iOS,7.5,1.3,0.0,1.2,3.6,5.3,97.1,13.8,14.2,134.3,151,92,Medium,Poor,4,45,7.1,9.6
U01816,Pakistan,Asia,Male,63,Unemployed,Google Pixel,iOS,11.1,4.5,0.3,1.6,1.2,7.6,86.2,27.2,31.0,258.6,124,191,Medium,Average,4,2,6.7,2.2
U01817,India,Asia,Other,61,Self-employed,Huawei,iOS,7.5,1.0,0.9,0.1,2.0,6.1,76.4,25.6,11.3,140.4,375,119,High,Average,3,36,4.7,7.3
U01818,China,Asia,Female,25,Retired,Oppo,iOS,2.8,2.9,1.9,0.5,1.1,5.8,76.3,26.2,25.7,112.5,456,98,Low,Average,6,63,5.7,7.2
U01819,Pakistan,Asia,Other,38,Self-employed,Apple,iOS,4.8,4.5,3.0,0.6,2.5,8.9,86.1,14.6,12.6,297.0,448,168,Low,Average,2,50,3.9,6.7
U01820,UK,Europe,Other,37,Employee,Apple,iOS,4.6,2.3,0.5,1.0,0.3,5.7,96.7,16.0,39.1,117.9,277,105,High,Good,1,64,2.3,6.5
U01821,Brazil,South America,Other,41,Employee,OnePlus,Android,7.7,3.2,0.6,1.9,0.4,7.7,88.6,25.4,10.1,201.7,360,156,Medium,Poor,3,30,3.1,6.4
U01822,Germany,Europe,Female,33,Unemployed,Vivo,iOS,5.8,3.8,1.0,1.8,1.1,3.7,92.0,31.7,29.8,87.5,143,83,Medium,Average,3,56,4.7,4.2
U01823,Australia,Oceania,Male,45,Student,Vivo,iOS,5.2,1.8,0.7,2.5,3.6,5.6,82.3,10.8,36.3,239.5,73,55,Medium,Poor,6,63,6.1,6.5
U01824,China,Asia,Female,34,Student,OnePlus,Android,2.5,3.2,1.6,0.7,2.4,8.9,92.1,39.2,22.1,38.1,115,180,Low,Average,4,95,4.3,6.2
U01825,Australia,Oceania,Other,63,Self-employed,OnePlus,Android,3.3,2.5,2.1,0.9,1.6,7.0,70.6,28.3,24.0,277.5,389,92,Low,Poor,5,63,3.6,10.3
U01826,USA,North America,Other,17,Retired,Xiaomi,iOS,6.9,2.6,0.6,2.5,0.8,6.6,77.4,15.8,12.1,286.9,152,181,High,Average,5,49,9.3,9.5
U01827,China,Asia,Female,15,Retired,Oppo,iOS,0.6,1.7,0.8,0.7,1.3,8.7,80.6,19.3,49.0,281.2,91,165,Low,Good,4,97,6.6,7.1
U01828,Germany,Europe,Other,45,Student,Apple,Android,7.1,3.3,0.6,1.0,0.9,6.9,77.3,10.1,44.6,102.9,62,131,Medium,Good,2,48,6.4,7.0
U01829,USA,North America,Other,56,Self-employed,OnePlus,iOS,9.8,2.2,0.9,2.7,0.2,4.2,77.0,34.3,42.5,51.2,220,162,Medium,Average,2,10,5.3,3.6
U01830,Canada,North America,Other,26,Retired,Vivo,iOS,4.4,3.8,1.1,1.0,1.9,6.3,89.3,32.5,19.7,184.2,54,131,Low,Poor,6,48,9.0,5.5
U01831,Japan,Asia,Other,59,Self-employed,Apple,Android,5.0,2.8,2.9,0.3,1.8,5.9,82.6,28.0,41.5,255.6,356,125,High,Poor,6,58,8.3,9.8
U01832,Pakistan,Asia,Male,57,Unemployed,Google Pixel,Android,5.7,2.0,0.5,1.8,0.8,7.8,83.7,36.2,8.9,28.5,444,111,Medium,Average,8,53,2.8,9.0
U01833,Japan,Asia,Other,16,Retired,Oppo,iOS,2.4,2.2,2.9,2.5,0.4,4.7,85.3,31.9,36.4,233.0,167,178,Low,Poor,4,83,3.4,6.7
U01834,UK,Europe,Other,46,Unemployed,Apple,iOS,10.2,0.8,2.9,0.5,1.2,6.2,93.0,22.3,13.2,150.8,281,170,High,Poor,3,20,3.0,11.4
U01835,Japan,Asia,Male,30,Self-employed,Vivo,Android,5.6,2.1,2.2,0.7,2.4,7.7,74.6,13.1,28.5,209.0,219,119,Medium,Poor,3,58,5.2,6.4
U01836,Canada,North America,Other,61,Self-employed,OnePlus,iOS,5.0,4.3,1.1,0.5,1.1,6.3,77.2,25.0,18.1,164.5,312,153,Medium,Average,1,59,8.2,8.4
U01837,UK,Europe,Female,63,Employee,Oppo,Android,4.1,1.3,0.3,1.6,1.3,8.0,92.7,19.4,49.0,232.4,477,50,Medium,Average,5,57,6.0,5.6
U01838,Japan,Asia,Female,56,Unemployed,Apple,Android,9.6,2.0,0.8,2.8,1.3,7.9,71.9,15.0,43.6,184.3,194,50,High,Poor,1,18,7.3,8.1
U01839,Pakistan,Asia,Female,25,Retired,Huawei,Android,6.4,2.8,1.1,1.7,2.0,8.9,88.1,11.0,6.5,222.0,467,87,Medium,Average,4,45,7.1,4.8
U01840,Australia,Oceania,Other,38,Self-employed,Google Pixel,iOS,6.7,3.0,0.4,1.2,2.9,7.1,88.7,24.5,12.9,244.9,260,31,High,Average,4,58,7.6,5.9
U01841,Brazil,South America,Female,54,Retired,Huawei,iOS,2.9,3.1,1.4,1.9,1.2,9.1,95.2,31.1,19.8,252.6,97,56,Medium,Average,2,100,3.4,6.9
U01842,India,Asia,Other,40,Unemployed,Samsung,iOS,6.4,3.1,0.4,0.3,1.4,6.3,95.6,38.9,15.9,233.4,408,147,High,Average,5,52,5.1,7.1
U01843,China,Asia,Female,55,Retired,Apple,iOS,8.7,1.4,0.2,0.5,3.3,7.3,82.5,33.9,28.9,154.6,172,43,High,Poor,6,27,5.3,9.6
U01844,UK,Europe,Male,32,Retired,Samsung,iOS,8.8,2.9,1.3,1.1,0.4,8.4,74.0,35.1,38.7,127.1,470,126,Low,Poor,4,32,7.9,7.6
U01845,Japan,Asia,Female,61,Student,Xiaomi,Android,5.2,3.9,1.6,2.3,0.3,8.6,87.7,26.5,32.4,214.8,84,125,High,Poor,4,74,7.2,6.0
U01846,Germany,Europe,Female,43,Retired,Vivo,iOS,6.6,2.5,0.9,1.2,3.9,5.6,76.1,27.4,8.7,81.0,137,97,Medium,Good,5,51,4.4,9.1
U01847,Canada,North America,Female,41,Student,Vivo,iOS,6.0,4.3,0.5,1.6,1.6,7.5,82.5,29.3,34.8,63.2,183,98,Medium,Good,3,52,8.9,7.0
U01848,Japan,Asia,Female,65,Employee,Apple,iOS,3.5,1.0,1.1,1.6,0.3,6.7,88.1,39.8,48.4,252.2,118,188,Medium,Good,2,65,6.4,4.2
U01849,USA,North America,Male,35,Employee,OnePlus,iOS,6.8,3.8,0.7,2.2,1.4,6.4,90.0,13.7,36.8,292.2,123,149,Medium,Poor,6,53,5.6,5.0
U01850,India,Asia,Male,40,Unemployed,Oppo,iOS,7.8,3.4,1.1,1.1,3.0,6.1,93.4,10.4,11.5,79.7,184,118,Low,Average,1,8,3.3,5.1
U01851,USA,North America,Other,21,Self-employed,Apple,Android,8.0,2.0,1.5,1.9,3.6,7.8,75.8,12.6,33.2,130.4,328,93,Medium,Average,5,22,2.4,8.1
U01852,Japan,Asia,Female,65,Retired,Apple,iOS,7.1,2.4,1.4,2.4,0.9,5.1,97.1,33.7,20.0,70.6,411,142,Low,Good,4,26,4.1,4.6
U01853,Germany,Europe,Male,35,Employee,Apple,Android,4.8,1.5,2.5,1.8,0.9,7.1,96.2,34.0,38.9,257.3,475,51,Low,Average,3,58,6.1,11.8
U01854,China,Asia,Male,40,Employee,Xiaomi,iOS,3.4,2.9,2.8,1.1,2.8,6.1,89.5,30.1,34.0,82.1,372,54,Medium,Good,6,74,5.9,5.8
U01855,USA,North America,Female,33,Unemployed,Google Pixel,iOS,2.2,4.1,1.2,1.7,3.6,5.5,99.8,39.1,37.3,60.1,154,154,Medium,Average,6,90,7.0,8.3
U01856,Canada,North America,Other,25,Retired,Huawei,Android,7.7,2.0,2.7,0.7,2.3,5.0,80.8,29.9,30.4,278.7,364,181,High,Poor,3,19,5.6,6.5
U01857,Australia,Oceania,Male,37,Employee,Xiaomi,iOS,4.7,3.1,0.1,0.9,3.2,8.9,85.6,11.1,17.7,199.0,302,57,Medium,Poor,5,49,7.0,6.1
U01858,Canada,North America,Other,50,Employee,Vivo,Android,5.4,1.4,2.0,1.7,1.3,10.0,80.3,21.9,18.1,218.9,231,183,Medium,Good,4,64,4.5,10.9
U01859,Australia,Oceania,Female,48,Unemployed,Oppo,Android,2.7,1.6,1.0,1.6,3.1,5.1,81.9,38.3,42.2,295.7,138,174,Medium,Good,4,75,6.6,8.9
U01860,China,Asia,Male,22,Unemployed,Xiaomi,Android,4.0,2.5,2.1,1.3,2.1,7.4,82.0,31.5,44.4,255.4,251,198,Low,Poor,6,83,5.5,7.9
U01861,India,Asia,Male,47,Student,Oppo,Android,5.7,3.1,1.2,2.0,2.2,7.3,78.3,29.4,14.2,214.3,316,144,Medium,Average,8,50,6.0,6.8
U01862,India,Asia,Male,51,Retired,Samsung,iOS,2.8,4.4,2.5,2.2,1.9,5.8,81.8,11.0,21.2,257.5,438,101,High,Poor,9,79,4.5,2.5
U01863,Pakistan,Asia,Other,26,Student,Google Pixel,iOS,4.1,2.3,1.8,1.6,3.2,5.6,92.5,33.1,27.5,119.1,462,119,High,Good,5,61,5.5,4.7
